Tweets,User,User_location,fav_count,rt_count,tweet_date
"Best review!! By KRK! 
India lockdown 5.0
Unlock 1.0

https://t.co/aLrOTJjqds

#KRK #krkreview #IndiaFightsCorona… https://t.co/Q9ttxXgHmp",Hajira,,0,0,2020-05-31 18:07:13
The biggest problem with Indian Mindset is nobody trust themselves...  They all need some messiah whether he's Regu… https://t.co/IJFK8rk6Vz,Musafir,Mumbai,0,0,2020-05-31 18:07:02
"Jahaan humaare lockdown khatam hote hai, waha doosre desho mai  shuru hote hai.

Nearly 9000 cases in a day now 😔… https://t.co/Wvo7JYevTg",Still thinking,Mumbai,1,0,2020-05-31 17:50:34
India has moved to number seven in the list of countries affected by Covide 19 virus and with it the Indian governm… https://t.co/qBVj2Ku4mW,Atul kashyap,"New Delhi, India",0,0,2020-05-31 17:48:14
"India In,Very Good &amp; Lucky Day Because; Celebration Down Options
🚭 #WorldNoTobaccoDay2020 
👫 #HardikPandya 
🗽… https://t.co/r1j3GgJyJg",SUNIL KUMAR SAHU,"IND,MP-LAKHNADON(BAMHANWARA) ",0,0,2020-05-31 17:47:16
"BREAKING : #COVID19India
Now we are 7th in world list and growth in infection is 2nd highest after Russia .... And… https://t.co/rMUlfR1bHq",Saurabh Lohani,"Indore, India",1,1,2020-05-31 17:32:54
"How unlucky you are?

Birthday ke din mall and restaurants open horahe hai🙄
Paisa barbaad🙏

#Twitter #Unlock1 #lockdownindia #UnlockIndia",👑,"मुंबई, भारत",0,0,2020-05-31 17:02:55
So finally after long time we are going to next phase but it is not lockdown phase it is unlock phase 1.0. so now s… https://t.co/k24dPzreMC,Swayamjeet PATTNAIK,,0,0,2020-05-31 17:00:58
"@narendramodi 

31 May - India now on Top 7th (Corona Cases)

By 15 Jun - India will be on Top 4th

#unlockone… https://t.co/tJm4XyfkQy",Kaushal Kamdar (( 7 Companies - 164 Divisions )),India,0,0,2020-05-31 16:51:16
"Work from home to be followed as much as possible ❤️

#unlockone #UnlockIndia #Unlock1 #coronapandemic https://t.co/tgDAu9rUCK",Ashish Awasthi ♠️️,"Mumbai, India",0,0,2020-05-31 16:06:40
#UnlockIndia night curfew required to tame unsocial public.,J K Ghosh,"New Delhi, India",0,0,2020-05-31 15:10:20
#UnlockIndia govt should carry out SWOT analysis between Lockdown and #UnlockIndia.,J K Ghosh,"New Delhi, India",0,0,2020-05-31 15:09:07
#UnlockIndia let govt balance between Lockdown and #UnlockIndia.,J K Ghosh,"New Delhi, India",0,0,2020-05-31 15:08:09
"May This Corona Also End With May.
#CoronavirusPandemic #UnlockIndia #Lockdown5",Liton Choudhury,"Bhubaneshwar, India",3,0,2020-05-31 14:51:31
#Unlock1 #Lockdown5 #UnlockIndia #UnlockingIndia #unlock_1 ‼️BE SAFE‼️ https://t.co/izvxB6Xjge,Nipesh Gajjar Haaooo!!,India,1,0,2020-05-31 14:48:01
"The only thing many like me awaited is, #UnLock of #InterStateTravel &amp; #IntraStateTravel .

Hope long route buses t… https://t.co/qmkt9ysJvU",Mukteswar Patnaik,India,0,0,2020-05-31 14:45:12
"After all opens, one day we will miss the lockdown #UnlockIndia",kalpesh jain,MUMBAI,0,0,2020-05-31 14:25:13
"One of Best Memes.!! 🤣🤪🤣
#HardikPandya @hardikpandya7 

#UnlockIndia #COVID19Pandemic https://t.co/U7f7vkLumk",Sandy,India,0,0,2020-05-31 14:10:11
"Am i the only one that unlocking religious places is a huge misstep.

Religious places pe joh dhamaal hoga abhi cor… https://t.co/WAxj4lu2Xc",Kungfoopanda,,0,0,2020-05-31 14:02:44
"#HardikPandya &amp; #Natasha announcing that they are soon going to welcome new born.!! 😳😀😳

Meanwhile: People (Fans, F… https://t.co/FoEZOnOoUE",Sandy,India,1,0,2020-05-31 14:01:52
"#Lockdown5 
Now we live just like that
#unlockone 
#UnlockIndia 
#Unlock1 https://t.co/anamzCEqHN",himanshu prajapati,India,0,0,2020-05-31 14:01:12
A beauty in the backyard. A Purple Moorhen.( Porphyrio porphyrio.) basking in the early morning Sun was my… https://t.co/6GnZFU3APq,Pranab Choudhury,"Bhubaneswar, India",9,1,2020-05-31 13:30:41
"Something New.... PREMIUM ICE CREAM TUBS....
Now Available only @Shubhkapoor19 
#Chandigarh #Mohali #panchkula… https://t.co/40XYvJpFF1",Kapoor Ice Cream Company,"Chandigarh, India",0,0,2020-05-31 13:29:42
@tanvishukla #UnlockIndia ...one step at a time..Maharashtra and Mumbai are still very vulnerable..when already 2 m… https://t.co/FZ3l0oSS2s,misra,Gurugram,0,0,2020-05-31 13:29:17
Thanks @narendramodi sir for announcing #UnlockIndia . Now all June borns can happily celebrate their Birthdays 😛 #juneborn #gocorona,Payal Dalwani,,2,0,2020-05-31 13:21:46
@Benarasiyaa @irfhabib This is today when tomorrow #UnlockIndia begins,S L Mehra,DELHI,0,0,2020-05-31 13:19:13
Here it is... the Dos and Dont's.... Mumbai for you its pretty much the same... Stay indoor.... Stay safe... its al… https://t.co/2NLX7Wi3Tm,Akansha Khanna,"Mumbai, India",2,0,2020-05-31 13:10:34
#MissionBeginAgain in three phases #Maharashtra has annouced different relaxation. @CMOMaharashtra @AUThackeray… https://t.co/bCIMFOCz5h,Mayuresh Ganapatye,"Mumbai, India",1,1,2020-05-31 13:10:34
"Hurry &amp; register for #webinar @NPC_INDIA_GOV 
#UnlockIndia #open #Learn #KnowYourProductivity
@CimGOI… https://t.co/s5FTNDBlEW",SATYA PRAKASH TRIPATHI,India,6,4,2020-05-31 13:00:03
"Maharashtra state Government  issues new guidelines #UnlockIndia 

Simple Grid to explain what is allowed and what… https://t.co/WXoG5nGQ4v",MUSHARAF SHAIKH,"Latur, India",4,0,2020-05-31 12:53:34
"Maharashtra state issues new guidelines #UnlockIndia 

Simple Grid to explain what is allowed and what is not ! https://t.co/UQshgHFfRE",Harshada Sawant 🇮🇳,"Mumbai, India",24,2,2020-05-31 12:30:49
"4 Ways To Prep Your Credit Score For A Post-COVID-19 Credit Application

https://t.co/0z01UNdbC8

#covid19… https://t.co/0BVSJdVsEn",Yahoo India,World Wide Web,1,0,2020-05-31 12:30:00
Why can't govt simply say all activities are allowed provided social distancing and other related precautions are f… https://t.co/d3SxMIHic2,MicroVery,,1,0,2020-05-31 12:24:41
"Still prohibited in Maharashtra -- 
Schools, colleges, educational, training, Metro, Cinema halls, gyms, pools, bar… https://t.co/o56s5XUgvi",Tanvi Shukla,Mumbai,27,10,2020-05-31 12:17:51
https://t.co/wdOof5aIol Here’s a guidelines of #Unlock1 #unlockone #UnlockIndia Unlock 1.0,Zoom News,India,0,0,2020-05-31 12:16:44
"#Maharashtra | From 5th June, all markets, market areas and shops, except malls and market complexes, are allowed t… https://t.co/3AHpNafNVN",First India,"Jaipur, India",0,0,2020-05-31 12:03:43
"#Maharashtra | In phase 1, individual physical exercises shall be permitted in open public spaces including beaches… https://t.co/4KuhxZME3l",First India,"Jaipur, India",0,0,2020-05-31 12:02:34
"Some prohibitions will continue to be implemented in Maharashtra #UnlockIndia 
- school/colleges/ edu inst/ coachin… https://t.co/wc7GoelLvW",Harshada Sawant 🇮🇳,"Mumbai, India",22,2,2020-05-31 11:51:12
"#UnlockIndia Maharashtra issues guidelines #MissionBeginAgain
Phase 1 
-Can step outdoors for physical activity lik… https://t.co/D18sGEqkRq",Harshada Sawant 🇮🇳,"Mumbai, India",35,1,2020-05-31 11:40:54
Not missing the football game. But my barbers wall . Keeping fingers crossed . #unlockindia https://t.co/aX54j3rcVs,Ajit,,0,0,2020-05-31 11:35:56
"Is it the right decision of Modi government to bring UNLOCK1?
#Unlock1 #unlockone #UnlockIndia",Harsh Kumar,"New Delhi, India",0,0,2020-05-31 11:34:13
"I hope this 'Work From Home' 
will continue to remain in offices even at the time of #UnlockIndia where it is absol… https://t.co/U1mLsqj3xD",Sweety,Mumbai city,1,0,2020-05-31 11:28:07
"Unlock India 1.0 starts!
Transformation from CoronaVsMankind to MankindwithCorona. 🙂😇
#UnlockIndia",Swetha J,"Chennai, India",1,0,2020-05-31 11:26:36
"..deaR govT b4 thinking to reopen the schools and cllgs, first open the Parliament.First test your preparation on t… https://t.co/VMWoPUw4Dw",Belal Hussain,"New Delhi, India",0,1,2020-05-31 11:13:22
"Every Indian Currently-

#unlockone #coronavirus #UnlockIndia https://t.co/BLHtGXr73o",Dharmesh Rawal,,0,0,2020-05-31 11:11:51
"Rajasthan Unlock 1 Guidelines: Govt offices to function with full capacity; markets, salons to reopen… https://t.co/cjjUysRzl3",India TV,India,36,9,2020-05-31 11:11:47
India is leading itself to a catastrophe #unlockone #UnlockIndiaDebate #UnlockIndia #SundayThoughts #coronavirus,Shantanu Khaire,"Pune, India",7,0,2020-05-31 11:10:17
"Unlock 1.0 : New Guidelines to fight COVID-19 to be effective from 1st June 2020
#IndiaFightsCorona #IndiaLockDown… https://t.co/gH3qzHng9E",First Verdict Media,"Himachal Pradesh, India",0,0,2020-05-31 11:08:34
"IMPORTANT
Activities allowed from June 8 - Unlock India 1.0

Condition: 
The reopening of the mentioned places will… https://t.co/MfanZGZP1X",RoadAds India,"Mumbai, India",2,0,2020-05-31 11:03:10
List of 25 Top Movies to Binge-Watch on Disney + Hotstar #LockdownExtended #SundayVibes #UnlockIndia… https://t.co/RZLgqdjCmE,Its Only Words,Pune,1,0,2020-05-31 09:58:49
List of 25 Top Movies to Binge-Watch on Disney + Hotstar #LockdownExtended #SundayVibes #UnlockIndia… https://t.co/BOPksELUSQ,Neelambari Salvi,"Talegaon Dabhade, Maharashtra",2,0,2020-05-31 09:58:48
"Unlock 1.0: India gears to open up as #MHA issues fresh guidelines 
#Unlock1 #UnlockIndia #Lockdown5… https://t.co/PwX17oEo8h",Business Today,India,4,1,2020-05-31 09:51:18
Looks like govt is going on this route by #Lockdown5 #Unlock1 #unlockone #lockdown #Unlock #UnlockIndiaDebate… https://t.co/lOzVDuUxFB,Nitu,India,0,0,2020-05-31 09:43:16
#Day67 : 2nd last day of #Lockdown4 ... got the new #government decided to #UnlockIndia in phase manner.. though… https://t.co/dFxvkpq22b,dushyant gadewal,india,0,0,2020-05-31 09:31:56
"Unlock 1.0 Guidelines Raise Hopes of Indian Premier League This Year

https://t.co/gpPEfqZEnE

#unlock1 #UnlockIndia #UnlockingIndia #Unlock",Yahoo India,World Wide Web,0,0,2020-05-31 09:30:00
"Unlock India...
Full information
With all new terms and conditions 
Watch on TAD FACTS...
Like, share and subscribe… https://t.co/e8TyNjJcfY",Upasana Tiwari,"Mahmudabad, India",0,0,2020-05-31 09:16:59
"Can't wait for people cutting lanes without signal, driving in wrong direction,honking unnecessarily,jamming roads,… https://t.co/XgtOA42jzw",Shivsubramani Sankaranarayanan,Mumbai,3,0,2020-05-31 09:11:26
"@DGPMaharashtra I want to apply for an epass for June 15th, but the form does not allow to select date post 5th Jun… https://t.co/qH2YFithcA",Pushkar Kulkarni,"Mumbai, India",0,0,2020-05-31 09:09:31
"I made dis video abt Unlock 1 point,and whywe r in lockdown?
https://t.co/RokDYIs8zm
#lockdown #Unlock1… https://t.co/W5GYqc8yzO",gupta dev dutt,"Mumbai, India",1,0,2020-05-31 09:04:36
"Are we really prepared for #UnlockIndia, Govt is putting on thread from everywhere #BJPFailsIndia #Lockdown5 https://t.co/SJsRTAbkQo",Faraz Alim فراز,"Varanasi, India",4,1,2020-05-31 09:03:38
"Very imp video about how to stay optimistic during #lockdown
 #Lockdown5 #lockdownindi
#Unlock1
#unlockone… https://t.co/sNHC8dmMpt",Life Coach Dilip,MUMBAI,3,0,2020-05-31 08:59:30
People are facing hardships due to rising temperature and work from home #WFH  #Pune #Electricity @MSEDCL… https://t.co/Txe8Y1uvKd,Punekar News,Pune,1,1,2020-05-31 08:45:27
Plz can anybody explain the reason behind night curfew. Does Corona becomes more active or infectious at night betw… https://t.co/qqeLen0dhb,Alok Kumar,"Kolkata, India",0,0,2020-05-31 08:42:46
"Uttar Pradesh Unlock 1 Guidelines: Activities outside containment zones to restart, says CM Yogi Adityanath… https://t.co/jI5Ssv4YxR",India TV,India,38,6,2020-05-31 08:40:47
"Sneeze guard shields at reception desks; QR code digital menus; thermometers, masks, gloves and sanitisation wipes… https://t.co/3BDUaPdn0r",Anindita Ghose,"Bombay, India",14,9,2020-05-31 08:13:55
#UnlockIndia It's the time for us to prepare to live with virus in every conscious/unconscious step or move we make… https://t.co/5AwLGeCQRo,Ganesh Lanks,Rayagada,0,0,2020-05-31 08:06:49
"This is not #Lockdown5 
it is #Unlock1 #UnlockIndia 
No more panic, observe safety precautions and let's fight this… https://t.co/6CXTDHDlgq",Cursed Saint,"Edinburgh, Scotland",0,0,2020-05-31 07:57:25
Hey @RajivPratapRudy #UnlockIndia since TMC released video in Lockdown 2.0 and some CM’s were blatantly lying. Many… https://t.co/68umElTGNr,Al- Kalid Corona,Qatar,0,0,2020-05-31 07:48:04
@DrSundara3 Nothing special but series of #UnlockIndia . Say goodbye to rationality.,R R Sahay,,1,0,2020-05-31 07:43:30
"Received this cute video by WA. 
Such she's very beautiful and NATKHAT daughter. Sonu bhai please accept her father… https://t.co/2lICUQQeN9",Anuj Tiwari 🇮🇳,"navsari, Gujarat",1,0,2020-05-31 07:41:08
"Best #RailMinister of Modern India?

@PiyushGoyal @laluprasadrjd @MamataOfficial @JM_Scindia 

#unlockone… https://t.co/zuMLzPOEUF",मै मूर्ख हूं | मुर्खतत्व की जय ! मूर्खता - वादी,मुरखप्रदेश,0,0,2020-05-31 07:40:14
Fail to understand logic behind 9-5 curfew if lockdown has been removed. You visit some other city and train is lat… https://t.co/eMCzh5IEcD,T001,,1,0,2020-05-31 07:35:27
"With Govt announces to open up lockdown !

RingMoney recommends it’s high time to invest in Equity funds in stagger… https://t.co/CIhcqGbBKc",RingMoney,"New Delhi, India",2,2,2020-05-31 07:32:53
"#IndiaFightsCOVID19 #IndiaFightsCorona 
#AatmanirbharBharat 
#Unlock1 #UnlockIndia 

Positive sign ! 

Soon the num… https://t.co/IkvRsFOjOT",Sreenivas Bidari🇮🇳,,2,1,2020-05-31 07:30:16
"Unlock 1: 30 districts with over 70% COVID-19 cases less likely to see lockdown relaxations
#Unlock1 #UnlockIndia… https://t.co/sZCg3ewIOz",India TV,India,15,5,2020-05-31 07:29:03
Thts y every1 is saying #lockdownindia is a big failure didnt serve the purpose specially #lockdown 1 n #Lockdown2… https://t.co/pgQUQaYZrQ,Hashim Y J,Mumbai,0,0,2020-05-31 07:22:28
"#unlockindia #unlokindiadebate @republic
We are with our prime minister what he is doing is right,helpful,good for our nation and people.",Digambar Joshi,India,0,0,2020-05-31 07:13:30
"@republic @himantabiswa #UnlockIndiaDebate
#UnlockIndia 

 #PM @narendramodi has always strived for the #Progress &amp;… https://t.co/3YJLsOYDIE",Gitanjali D.S🇮🇳,Twitter,4,3,2020-05-31 07:12:36
"Exactly!! Many blaming #India for overreacting and effectively controlling the #COVID19 #pandemic.

#Lockdown5… https://t.co/7F2mPlslRs",Aparna Rao,India,1,2,2020-05-31 07:07:50
#UnlockIndia oppn created panic among migrants,J K Ghosh,"New Delhi, India",0,0,2020-05-31 07:07:03
"@yadu86 @Pavan_Soni @NPC_INDIA_GOV Hurry &amp; register for #webinar @NPC_INDIA_GOV 
#UnlockIndia #open #Learn… https://t.co/PqiXRgc6JF",SATYA PRAKASH TRIPATHI,India,17,17,2020-05-31 07:07:01
"As India enters the ‘new normal’, here’s a list of what’s open and what’s restricted in #Lockdown5 as per MHA’s lat… https://t.co/igRZRbziRM",Hyderabad Times,Hyderabad,6,0,2020-05-31 07:06:00
".@narendramodi ji ,where is the option of #UnlockIndia with rapidly increasing numbers? I being a #delhite pose… https://t.co/SrB931hzHh",#SRAJPUT 🇮🇳,"New Delhi, India",1,0,2020-05-31 07:04:33
#UnlockIndia some states behaving irrationally in the present situation.,J K Ghosh,"New Delhi, India",0,0,2020-05-31 07:01:46
"Sad to know😞Politicians are trouble to many😓Ghosh ! How to stop them?

One more incident- https://t.co/6YRN3NM8Jo… https://t.co/0XroyUyXec",Ranvijay Tanwar (RV)🇮🇳,"Chandigarh , India ",0,0,2020-05-31 07:00:20
"Highest number of cases each day &amp; we are doing #UnlockIndia 👏, 205 ppl die in a day &amp; people supporting #Unlock1 ,… https://t.co/XpMvr5SHTZ",Prateek R Dubey,India,11,3,2020-05-31 07:00:17
"In Centre's New Guidelines for Lockdown 5.0, Metro Services to Remain Inaccessible to Commuters… https://t.co/Ny6cUo7KKw",Yahoo India,World Wide Web,0,0,2020-05-31 07:00:00
"The next big question for biz leaders now: open office right now or wait for couple of more weeks??
#UnlockIndia #endthelockdown",Alok Kumar,,0,0,2020-05-31 06:51:04
If we regulate our behaviour the Government will not have to step in and regulate it for us. As we slowly unlock ou… https://t.co/D2nSjQc3ag,Ananya Bal,New Delhi & Bangkok,1,0,2020-05-31 06:46:37
"https://t.co/0WuFO9nNSc
WATCH full details about guidelines and restrictions imposed by #MHA for #Lockdown5 and… https://t.co/z20vHlvgNx",ਸਿੰਘ ਲਖਬੀਰ,India,0,0,2020-05-31 06:45:01
#UnlockIndia we the citizens of the nation must be vigilant and careful in the next phase.,J K Ghosh,"New Delhi, India",1,0,2020-05-31 06:38:28
"Unlock 1.0 : Govt. Issues Guidelines   https://t.co/202L3DLuAQ via @getsocial_io
#Unlock1 #UnlockIndia #Unlock1Point0",Palguna,"Bhopal, India",1,0,2020-05-31 06:37:53
"#UnlockIndia mein Chhoot sarkar ne di hai #Corona ne nahin ... Continue With the Mask , The washing of hands , The… https://t.co/pLYT0WF9UT",Dr.Tahir Zaidi,"Lucknow, India.",3,5,2020-05-31 06:37:35
"#COVID19India 
#UnlockIndia 
#Unlock1Point0 
Maharashtra police. We are proud of u guys. Take care !! https://t.co/HvuUtYJWsE",Saumit Patki,"Mumbai, India",1,0,2020-05-31 06:37:33
"Pandemic an opportunity, time to create more jobs in villages: PM Modi in #MannKiBaat 
#Unlock1 #UnlockIndia… https://t.co/XivA0IeD0w",India TV,India,33,10,2020-05-31 06:36:58
#UnlockIndia economic slow down to ease out after 2 months.,J K Ghosh,"New Delhi, India",0,0,2020-05-31 06:31:26
"Participate in an international video blog competition 'My Life, My Yoga' competition now.

#unlockone #UnlockIndia #Unlock1",Vidya,mumbai,9,0,2020-05-31 06:30:38
"Lockdown 5.0: No Vehicle Pass Needed for Inter-State, Intra-State Travel As Govt Eases Restrictions… https://t.co/IiO15zWkzg",Yahoo India,World Wide Web,4,0,2020-05-31 06:30:00
#UnlockIndia citizens must ensure that green zones shouldn't be converted in to containment zones.,J K Ghosh,"New Delhi, India",0,0,2020-05-31 06:29:16
Unlock down start ho gya hai to virus chala hi gya hoga... lets go out and live normally as if virus never existed.… https://t.co/rJf6PNGkr2,Sandeep Nagpal,,0,0,2020-05-31 06:29:14
HOW WE OPERATE OUR OFFICE AFTER LOCKDOWN || UNLOCK 1.0 - DAY 70 #LOCKDOWN https://t.co/n2XvjD8LTl via @YouTube… https://t.co/BZWsL1gz7N,सजेश कुमार | Sajesh kumar,"Versova, Mumbai",2,1,2020-05-31 06:28:31
#UnlockIndia right decision as nation looking economic growth.,J K Ghosh,"New Delhi, India",0,0,2020-05-31 06:26:43
"Don't always rely on #government. Be responsible, use common sense.
With #Unlock1 support the economy but maintain… https://t.co/4uQ7cX13bi",Happy Srivastava,"Jharkhand, India",0,0,2020-05-31 06:24:55
#UnlockIndia Lockdown has given desired results..now time for #UnlockIndia .,J K Ghosh,"New Delhi, India",0,0,2020-05-31 06:24:43
"As India prepares for exit plan, you should prepare exit plan for all old appliances and all unused items. Sell any… https://t.co/Kcz369wUJb",dxpart.com,"Bangalore, India",1,1,2020-05-31 06:20:27
"Ab uparwale se milna easy ho Gaya 😷
Time to meet the “creator”!

#UnlockIndia 
#Lockdown5 
#unlockone  https://t.co/2QDrCSqvFW",Rohit Vishal,"New Delhi, India",1,0,2020-05-31 06:19:27
"@26_vaishu Uk there are much more better precautions for gyms
Gloves,mask,sweathoodie
#UnlockIndia",AaYush Sirigiri,"Chaitanyapuri, Hayathnagar",1,0,2020-05-31 06:18:56
"Shopping malls, theatres, restaurants, parks and temples are going to open soon. The scenerio is very much horrific… https://t.co/hpQ9dSAd1a",Dr. AishwaryaThakkar,"Mumbai, India",1,0,2020-05-31 06:11:52
"@toi_RaOj @mlkhattar @anilvijminister @DC_Gurugram @MunCorpGurugram Sad...  Will doubling rate of 2 days, Gurgaon is looking at #UnlockIndia",निधि चावला,,0,0,2020-05-31 06:00:09
@geekyranjit Want to enter into Normal life As soon as possible #UnlockIndia,Siddharth Shekhar,"Allahabad,Uttar Pradesh ",0,0,2020-05-31 05:54:11
"If hotels , restaurants , shopping malls , religious places can be opened to public from June 6,   the Centre &amp; sta… https://t.co/otIFpBdLMZ",biju govind,"Kerala, India",0,1,2020-05-31 05:47:07
Welcome #UnlockIndia and start complete #lockdown for Chinese product #VocalForLocal .,Sumit Srivastava,,2,0,2020-05-31 05:44:11
"#LockdownExtended #unlockone 
#UnlockIndia #Unlock1Point0 
Lockdown 5.0 😂 https://t.co/ZfRutT0PoU",Bhavesh Vinchhi,"Gujarat, India",0,0,2020-05-31 05:38:10
"Who else in their sane mind announces #lockdownindia when there is no outbreak, spreads panic and fear and puts mil… https://t.co/7GEE383etG",Arasu,"Bangalore, Karnataka",0,0,2020-05-31 05:35:38
Congratulations to all #people for #Unlock1  #Unlock  #unlockone  #UnlockIndia #UnlockingIndia 🎉🎊🎉💥,Shailendra bal,"Rajasthan, India",0,0,2020-05-31 05:32:04
"Now we have to make sure of not turning our Non-Containment areas into Containment areas. 
Take proper precautions.… https://t.co/dyEs4ooxgh",Nitesh Jain,Bombay,1,0,2020-05-31 05:30:20
"@myogiadityanath @CMOfficeUP @narendramodi @PMOIndia 
Sir
Looking in2 the present scenario &amp; its consequences;I req… https://t.co/KV3lu4JvXp",वंदेमातरम🙏_भारतीय😊,"Agra, India",0,0,2020-05-31 05:23:22
"More trains may run from June including the Shatabdi class of trains. V K Yadav, Chairman, Railway Board - ET… https://t.co/fXNOG2nBm8",samiran sarangi,India,0,1,2020-05-31 05:23:19
Perhaps a better term would be #UnlockIndia 1.0 Hope @HMOIndia has used the #lockdown to amass adequate medical inf… https://t.co/KILQAksxDM,David Jones,"GURGAON, INDIA",4,0,2020-05-31 05:21:53
"#UnlockIndia #Unlock1  made easy 

Amazingly Lucid Info-Grapghics by @dishagujarat 

Kudos to @i_m_yuvraj… https://t.co/BrZORyVQ4Z",Sreenivas Bidari🇮🇳,,4,3,2020-05-31 05:18:00
"#UnlockIndia #Unlock1  made easy 

Amazingly Lucid Info-Grapghics by @dishagujarat 

.. 2/3 https://t.co/dFmVwVy1zw",Sreenivas Bidari🇮🇳,,5,4,2020-05-31 05:17:07
"#UnlockIndia #Unlock1  made easy 

Amazingly Lucid Info-Grapghics by @dishagujarat 

.. 1/3 https://t.co/adu70jAVRi",Sreenivas Bidari🇮🇳,,7,5,2020-05-31 05:16:15
"As we are marching towards #UnlockIndia version 1.0, we should not forget the core principles of… https://t.co/gNsXK403ku",Anurag,"Guwahati, India",0,0,2020-05-31 05:10:55
We were born to be real not to be perfect. #SundayMorning #SundayThoughts #SundayMotivation #UnlockIndia  #unlockone https://t.co/JJwBdL95NU,Manju Lata,India,1,0,2020-05-31 05:02:01
"I am not even calling my househelp till now. The cases are exploding so I don't care what they open up, I am avoidi… https://t.co/Jzll0Az11C",Rachna Parmar,"Bangalore, India",7,1,2020-05-31 05:00:14
For the safest flying experience! #tripgation #travelmanagementcompany #businesstravel #unlockindia #goair https://t.co/G4EhVVRgD6,Tripgation,Noida,0,0,2020-05-31 04:31:32
"#lockdownindia getting over and govt started #UnlockIndia in phased manner.
State govt gets major say in… https://t.co/1K7GXbirY2",Aditya Pandey,"Bengaluru, Buxar, India",4,0,2020-05-31 04:23:50
Here is the unlock 1.0 highlights.  What is allowed and what is not..#unlockone #UnlockIndia #Unlock1Point0 https://t.co/8NZTb3bDam,Mansoor Ali,Mumbai (India),4,0,2020-05-31 04:23:30
"@UberINSupport Hey! Would Uber be available for rides across Delhi-Gurgaon border from tomorrow onwards?
#UnlockIndia",Janmejoy Mukherjee,"Gurgaon, India",0,0,2020-05-31 04:11:20
"Coronavirus update May 31 | Over 5,100 deaths in India, cases cross 1.82 lakh mark. Check state-wise list
#Unlock1… https://t.co/bEQCuPnKIG",India TV,India,29,2,2020-05-31 04:11:18
"Lockdown 5.0 ↔️ Unlock 1.0 😊😊👇👇👇👇👇👇

https://t.co/Ukp7b8BClR

#Lockdown5 #COVID19Quarantine #EndLockdownNow… https://t.co/UT3UPp4iRa",A.ivinaustan,"Nagercoil, India",0,0,2020-05-31 04:07:00
#UnlockIndia Save India !!!!,DHRUV JAIN,Dehradun,0,0,2020-05-31 04:04:59
"Guidelines to be effective from 1st June 2020 for Phased Re-opening (Unlock 1)...
Click here to read👇… https://t.co/VIp3DnCOiu",Commerce News Guruji,India,1,0,2020-05-31 03:59:36
"Things are so counterintuitive!🤔🤔

#unlockone #UnlockIndia #Lockdown5 #CoronavirusLockdown 
#sundayvibes https://t.co/Qy3EwVWenw",Ranjeet M,"Thane, India",0,0,2020-05-31 03:47:18
The #UnlockIndia phase 1.0 is confusing as Our State WestBengal is giving guidelines which is different from #National guidelines....,Mou Chakraborty,"Kharagpur, Paschim Medinipur",0,0,2020-05-31 03:44:24
"Here are the guidelines issued by the government for phased re-opening.” - #Unlock1 Phase-III
#unlockone… https://t.co/Lq0azdbArT",DD India,"New Delhi, India",1,0,2020-05-31 03:40:03
"Here are the guidelines issued by the government for phased re-opening.” - #Unlock1 Phase-II
#unlockone… https://t.co/5RCSUoxv0P",DD India,"New Delhi, India",0,0,2020-05-31 03:39:36
Here are the guidelines issued by the government for phased re-opening.” - #Unlock1 - Use of Aarogya Setu App.… https://t.co/te1LE2AArU,DD India,"New Delhi, India",1,0,2020-05-31 03:38:47
"Here are the guidelines issued by the government for phased re-opening.”
#Unlock1 
#unlockone 
#UnlockIndia https://t.co/WmjBUKbxas",DD India,"New Delhi, India",1,0,2020-05-31 03:37:50
"Here are the guidelines issued by the government for phased re-opening.”
#Unlock1 
#unlockone 
#UnlockIndia https://t.co/OY2iTGnE9N",DD India,"New Delhi, India",1,0,2020-05-31 03:37:24
Here are the guidelines issued by the government for phased re-opening.” - #Unlock1 - Unrestricted movement of pers… https://t.co/IHXdjkLkjI,DD India,"New Delhi, India",2,1,2020-05-31 03:36:57
"#UnlockIndia those under arrests for questioning the govt.. India's democrats, human rights fighters, innocent youn… https://t.co/P1rUacf9Je",Shakeel Gundagi,Pune,1,0,2020-05-31 03:36:18
"Here are the guidelines issued by the government for phased re-opening.” - #Unlock1 Phase-I
#unlockone 
#UnlockIndia https://t.co/j7SG7i7BTu",DD India,"New Delhi, India",2,1,2020-05-31 03:35:47
"Here are the guidelines issued by the government for phased re-opening.”
#Unlock1 
#unlockone 
#UnlockIndia https://t.co/819Glpte3n",DD India,"New Delhi, India",7,4,2020-05-31 03:34:21
"Unlock 1.00.

#UnlockIndia",Mukesh BAGHEL,"Madhya Pradesh, India",0,0,2020-05-31 03:15:06
Temples &amp; mosques will open in the first phase of unlockdown because even the government accepts we should trust mo… https://t.co/kp4EXBzT1P,Gourab Banerjee,"Kolkata, India",0,0,2020-05-31 03:14:47
"#UnlockIndia
So it took almost 60 days for sense to kick in.
I'm told that the biggest pushers for the unlock are r… https://t.co/ora0E0h0k7",Samir/ समीर/ سمیر/ਸਮੀਰ/સમીર,"Nagpur, India",0,0,2020-05-31 03:14:46
"At this stage, self awarness and protection becomes prerequisite.
#Unlock #unlockone #Unlock1 #UnlockIndia… https://t.co/NKuRe77QxT",Sagarnil,"Kolkata, India",2,0,2020-05-31 02:50:43
